DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;GETHOM;GETMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;OCUHOM;OCUMUJ
1.0;0108;6.0;2012.0;21.0;5.0;1.0;0108;31.0;32.0;2.0;9.0;320.0;320.0;2.0;3.0;6111;9711
20.0;2002;8.0;2012.0;11.0;5.0;20.0;2001;32.0;32.0;9.0;9.0;320.0;320.0;2.0;1.0;6111;9711
22.0;2211;2.0;2013.0;26.0;10.0;1.0;0101;33.0;22.0;2.0;2.0;320.0;320.0;2.0;1.0;6111;9711
19.0;1904;10.0;2012.0;6.0;9.0;19.0;1904;33.0;32.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
13.0;1314;12.0;2012.0;24.0;2.0;13.0;1317;33.0;999.0;1.0;9.0;320.0;320.0;2.0;9.0;6111;9711
4.0;0407;5.0;2012.0;3.0;4.0;4.0;0401;34.0;32.0;1.0;1.0;320.0;320.0;2.0;2.0;6111;9711
19.0;1905;11.0;2012.0;3.0;10.0;19.0;1901;34.0;28.0;2.0;9.0;320.0;320.0;2.0;9.0;6111;9711
22.0;2212;1.0;2013.0;8.0;11.0;22.0;2201;34.0;23.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
13.0;1316;9.0;2012.0;17.0;7.0;13.0;1301;35.0;32.0;1.0;1.0;320.0;320.0;2.0;1.0;6111;9711
10.0;1019;3.0;2012.0;16.0;2.0;10.0;1019;35.0;31.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
11.0;1106;11.0;2012.0;12.0;9.0;11.0;1106;38.0;999.0;2.0;2.0;320.0;320.0;2.0;9.0;6111;9711
4.0;0413;9.0;2012.0;29.0;5.0;4.0;0413;38.0;42.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
16.0;1605;8.0;2012.0;28.0;5.0;16.0;1601;39.0;34.0;1.0;1.0;320.0;320.0;2.0;9.0;6111;9711
16.0;1609;9.0;2012.0;17.0;8.0;16.0;1601;39.0;28.0;1.0;1.0;320.0;320.0;2.0;1.0;6111;9711
22.0;2205;3.0;2012.0;26.0;1.0;22.0;2201;39.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;6111;9711
20.0;2004;12.0;2012.0;13.0;6.0;20.0;2001;40.0;999.0;1.0;9.0;320.0;320.0;2.0;9.0;6111;9711
14.0;1405;7.0;2012.0;9.0;5.0;14.0;1413;40.0;36.0;1.0;1.0;320.0;320.0;2.0;2.0;6111;9711
11.0;1108;7.0;2012.0;7.0;6.0;1.0;0101;41.0;38.0;2.0;9.0;320.0;320.0;2.0;1.0;6111;9711
11.0;1106;1.0;2013.0;10.0;12.0;10.0;1001;41.0;34.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
15.0;1504;11.0;2012.0;7.0;8.0;15.0;1501;41.0;40.0;2.0;9.0;320.0;320.0;2.0;1.0;6111;9711
20.0;2008;1.0;2013.0;3.0;9.0;20.0;2001;42.0;35.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
12.0;1219;11.0;2012.0;23.0;8.0;12.0;1215;43.0;48.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
13.0;1315;12.0;2012.0;8.0;11.0;13.0;1301;44.0;43.0;1.0;1.0;320.0;320.0;2.0;2.0;6111;9711
18.0;1801;9.0;2012.0;7.0;8.0;18.0;1801;44.0;36.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
12.0;1215;11.0;2012.0;27.0;8.0;12.0;1215;44.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;6111;9711
1.0;0107;1.0;2013.0;6.0;12.0;2.0;0201;45.0;37.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
13.0;1311;11.0;2012.0;29.0;8.0;13.0;1312;46.0;42.0;2.0;2.0;320.0;320.0;2.0;1.0;6111;9711
1.0;0103;6.0;2013.0;10.0;2.0;1.0;0101;47.0;43.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
22.0;2214;3.0;2012.0;16.0;2.0;22.0;2201;47.0;47.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
15.0;1501;8.0;2012.0;7.0;8.0;15.0;1501;48.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;6111;9711
21.0;2105;8.0;2012.0;26.0;6.0;22.0;2201;48.0;41.0;1.0;2.0;320.0;320.0;2.0;1.0;6111;9711
13.0;1312;10.0;2012.0;25.0;7.0;13.0;1312;49.0;44.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
17.0;1703;1.0;2013.0;15.0;11.0;17.0;1703;52.0;43.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
12.0;1210;1.0;2013.0;22.0;10.0;12.0;1215;52.0;50.0;2.0;2.0;320.0;320.0;2.0;3.0;6111;9711
6.0;0606;9.0;2012.0;9.0;8.0;6.0;0601;53.0;44.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
22.0;2214;8.0;2012.0;6.0;8.0;22.0;2201;54.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;6111;9711
10.0;1002;9.0;2012.0;9.0;1.0;10.0;1001;55.0;999.0;9.0;9.0;320.0;320.0;2.0;9.0;6111;9711
13.0;1301;5.0;2012.0;16.0;3.0;13.0;1301;57.0;58.0;9.0;9.0;320.0;320.0;2.0;2.0;6111;9711
15.0;1505;9.0;2012.0;8.0;8.0;15.0;1501;60.0;52.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
18.0;1805;12.0;2012.0;2.0;11.0;19.0;1901;68.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;6111;9711
21.0;2101;6.0;2012.0;24.0;4.0;21.0;2101;71.0;37.0;2.0;9.0;320.0;320.0;2.0;1.0;6111;9711
12.0;1205;12.0;2012.0;2.0;10.0;12.0;1201;999.0;999.0;1.0;1.0;320.0;320.0;2.0;2.0;6111;9711
16.0;1601;8.0;2012.0;29.0;6.0;16.0;1601;999.0;999.0;1.0;1.0;320.0;320.0;2.0;2.0;6111;9711
16.0;1613;1.0;2013.0;30.0;5.0;16.0;1613;999.0;999.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
12.0;1220;6.0;2012.0;21.0;2.0;9.0;0920;15.0;43.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9711
9.0;0917;1.0;2013.0;28.0;8.0;9.0;0901;65.0;999.0;2.0;2.0;320.0;320.0;2.0;9.0;6111;9711
4.0;0407;10.0;2012.0;4.0;9.0;4.0;0401;27.0;999.0;1.0;1.0;320.0;320.0;3.0;2.0;6111;9711
16.0;1609;9.0;2012.0;20.0;7.0;16.0;1601;29.0;27.0;1.0;1.0;320.0;320.0;3.0;1.0;6111;9711
12.0;1210;12.0;2012.0;7.0;8.0;12.0;1201;31.0;26.0;2.0;2.0;320.0;320.0;3.0;2.0;6111;9711
16.0;1615;1.0;2013.0;15.0;6.0;16.0;1615;33.0;33.0;2.0;2.0;320.0;320.0;3.0;4.0;6111;9711
22.0;2205;12.0;2012.0;26.0;9.0;22.0;2201;35.0;34.0;2.0;2.0;320.0;320.0;3.0;2.0;6111;9711
15.0;1501;8.0;2012.0;17.0;4.0;15.0;1501;37.0;30.0;9.0;2.0;320.0;320.0;3.0;2.0;6111;9711
13.0;1309;9.0;2012.0;3.0;7.0;13.0;1309;43.0;24.0;9.0;1.0;320.0;320.0;3.0;1.0;6111;9711
4.0;0410;6.0;2012.0;9.0;3.0;4.0;0401;53.0;50.0;1.0;1.0;320.0;320.0;3.0;2.0;6111;9711
22.0;2201;7.0;2012.0;4.0;6.0;22.0;2201;27.0;19.0;2.0;2.0;320.0;320.0;4.0;3.0;6111;9711
20.0;2011;12.0;2012.0;14.0;6.0;20.0;2001;52.0;41.0;9.0;9.0;320.0;320.0;4.0;1.0;6111;9711
1.0;0101;5.0;2012.0;25.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;84.0;320.0;9.0;9.0;6111;9711
2.0;0207;5.0;2012.0;23.0;2.0;2.0;0201;999.0;999.0;2.0;2.0;320.0;320.0;9.0;9.0;6111;9711
19.0;1903;10.0;2012.0;6.0;9.0;19.0;1901;999.0;999.0;2.0;2.0;320.0;320.0;9.0;9.0;6111;9711
13.0;1322;2.0;2012.0;18.0;1.0;13.0;1322;999.0;999.0;1.0;1.0;320.0;320.0;9.0;9.0;6111;9711
21.0;2101;10.0;2012.0;7.0;9.0;21.0;2101;21.0;24.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
22.0;2203;12.0;2012.0;23.0;11.0;22.0;2201;21.0;20.0;2.0;2.0;320.0;320.0;9.0;1.0;6111;9711
16.0;1601;2.0;2013.0;9.0;11.0;16.0;1601;23.0;20.0;1.0;1.0;320.0;320.0;9.0;9.0;6111;9711
19.0;1903;9.0;2012.0;30.0;8.0;19.0;1901;25.0;19.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
18.0;1804;12.0;2012.0;23.0;10.0;18.0;1801;26.0;31.0;2.0;2.0;320.0;320.0;9.0;9.0;6111;9711
22.0;2214;9.0;2012.0;7.0;8.0;22.0;2201;27.0;23.0;2.0;2.0;320.0;320.0;9.0;9.0;6111;9711
12.0;1212;10.0;2012.0;29.0;8.0;9.0;0920;28.0;32.0;2.0;2.0;320.0;320.0;9.0;4.0;6111;9711
7.0;0701;7.0;2012.0;18.0;5.0;7.0;0701;29.0;23.0;1.0;1.0;320.0;320.0;9.0;3.0;6111;9711
16.0;1605;6.0;2012.0;10.0;1.0;16.0;1601;32.0;26.0;1.0;1.0;320.0;320.0;9.0;2.0;6111;9711
20.0;2011;6.0;2012.0;2.0;5.0;1.0;0101;34.0;30.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
4.0;0414;1.0;2013.0;3.0;12.0;4.0;0401;35.0;20.0;2.0;1.0;320.0;320.0;9.0;2.0;6111;9711
22.0;2202;6.0;2012.0;25.0;5.0;22.0;2202;35.0;33.0;2.0;2.0;320.0;320.0;9.0;9.0;6111;9711
20.0;2008;5.0;2012.0;23.0;4.0;20.0;2001;39.0;34.0;2.0;2.0;320.0;320.0;9.0;2.0;6111;9711
19.0;1901;6.0;2012.0;14.0;5.0;19.0;1901;40.0;30.0;2.0;2.0;320.0;320.0;9.0;1.0;6111;9711
13.0;1309;2.0;2013.0;2.0;11.0;13.0;1309;40.0;37.0;1.0;1.0;320.0;320.0;9.0;9.0;6111;9711
22.0;2205;1.0;2013.0;18.0;12.0;22.0;2201;43.0;20.0;9.0;2.0;320.0;320.0;9.0;3.0;6111;9711
19.0;1901;7.0;2012.0;12.0;6.0;19.0;1901;46.0;43.0;2.0;2.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;11.0;2012.0;21.0;8.0;1.0;0101;50.0;52.0;9.0;2.0;320.0;320.0;9.0;2.0;6111;9711
2.0;0207;3.0;2012.0;8.0;3.0;2.0;0201;50.0;48.0;2.0;2.0;320.0;320.0;9.0;9.0;6111;9711
12.0;1218;1.0;2013.0;3.0;10.0;9.0;0920;59.0;39.0;2.0;2.0;320.0;320.0;9.0;2.0;6111;9711
5.0;0502;10.0;2012.0;27.0;4.0;5.0;0502;61.0;58.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
22.0;2202;9.0;2012.0;23.0;8.0;22.0;2202;70.0;42.0;2.0;2.0;320.0;320.0;9.0;1.0;6111;9711
1.0;0101;10.0;2012.0;31.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;1.0;2013.0;26.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;2.0;2012.0;19.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;2.0;2013.0;9.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;2.0;2013.0;29.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;3.0;2013.0;5.0;12.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;4.0;2012.0;6.0;2.0;1.0;0101;999.0;41.0;9.0;2.0;320.0;320.0;9.0;1.0;6111;9711
1.0;0101;4.0;2012.0;19.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;4.0;2013.0;22.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;4.0;2013.0;23.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;6.0;2012.0;7.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;6.0;2012.0;24.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;7.0;2012.0;2.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;7.0;2012.0;10.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;8.0;2012.0;5.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;9.0;2012.0;6.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;9.0;2012.0;10.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;10.0;2012.0;19.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;11.0;2012.0;19.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;12.0;2012.0;13.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;12.0;2012.0;15.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0101;12.0;2012.0;28.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0104;4.0;2012.0;31.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0104;10.0;2012.0;21.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0113;8.0;2012.0;26.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;6111;9711
1.0;0113;9.0;2012.0;4.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
5.0;0509;9.0;2012.0;30.0;7.0;1.0;0101;999.0;31.0;9.0;2.0;320.0;320.0;9.0;1.0;6111;9711
6.0;0602;9.0;2012.0;4.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
13.0;1312;4.0;2012.0;16.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
19.0;1901;1.0;2013.0;31.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
20.0;2011;4.0;2013.0;23.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
22.0;2209;11.0;2012.0;27.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
2.0;0201;10.0;2012.0;25.0;9.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;6111;9711
2.0;0203;6.0;2012.0;28.0;2.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
2.0;0204;9.0;2012.0;10.0;8.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
4.0;0403;2.0;2012.0;5.0;1.0;4.0;0401;999.0;26.0;9.0;1.0;320.0;320.0;9.0;2.0;6111;9711
4.0;0407;11.0;2012.0;25.0;9.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
5.0;0501;4.0;2013.0;25.0;6.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
5.0;0511;2.0;2013.0;3.0;9.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
6.0;0609;5.0;2012.0;9.0;3.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
9.0;0920;1.0;2013.0;16.0;10.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
6.0;0601;6.0;2012.0;7.0;6.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
6.0;0601;7.0;2012.0;19.0;6.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
6.0;0601;10.0;2012.0;19.0;6.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
6.0;0601;11.0;2012.0;15.0;10.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
6.0;0602;9.0;2012.0;6.0;7.0;6.0;0601;999.0;61.0;9.0;2.0;320.0;320.0;9.0;1.0;6111;9711
6.0;0603;11.0;2012.0;7.0;8.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
6.0;0610;2.0;2012.0;17.0;1.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
6.0;0614;6.0;2013.0;4.0;10.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
9.0;0901;6.0;2012.0;25.0;4.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
9.0;0923;2.0;2013.0;18.0;10.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
10.0;1001;3.0;2013.0;19.0;12.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
10.0;1001;6.0;2012.0;17.0;1.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
10.0;1001;9.0;2012.0;6.0;8.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
10.0;1002;2.0;2012.0;12.0;1.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
10.0;1002;8.0;2012.0;19.0;7.0;10.0;1001;999.0;38.0;9.0;2.0;320.0;320.0;9.0;2.0;6111;9711
10.0;1002;10.0;2012.0;6.0;7.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
10.0;1003;4.0;2013.0;16.0;10.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
10.0;1004;3.0;2012.0;14.0;2.0;10.0;1001;999.0;35.0;9.0;1.0;320.0;320.0;9.0;1.0;6111;9711
10.0;1005;2.0;2013.0;6.0;8.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
10.0;1005;5.0;2012.0;29.0;3.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
10.0;1005;10.0;2012.0;25.0;7.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
10.0;1019;6.0;2012.0;19.0;1.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
10.0;1019;6.0;2012.0;23.0;5.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
11.0;1102;12.0;2012.0;23.0;11.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
11.0;1103;1.0;2013.0;6.0;12.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;6111;9711
11.0;1103;1.0;2013.0;31.0;10.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
11.0;1107;8.0;2012.0;7.0;5.0;11.0;1101;999.0;28.0;9.0;2.0;320.0;320.0;9.0;2.0;6111;9711
12.0;1210;3.0;2012.0;8.0;2.0;12.0;1201;999.0;46.0;9.0;9.0;320.0;320.0;9.0;2.0;6111;9711
12.0;1211;2.0;2013.0;3.0;12.0;12.0;1201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
13.0;1301;3.0;2012.0;8.0;3.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
13.0;1301;8.0;2012.0;24.0;7.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
13.0;1302;11.0;2012.0;4.0;9.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
13.0;1303;11.0;2012.0;21.0;8.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
13.0;1306;11.0;2012.0;25.0;5.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
13.0;1319;8.0;2012.0;2.0;8.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;6111;9711
2.0;0204;10.0;2012.0;6.0;6.0;15.0;1501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
15.0;1501;7.0;2012.0;18.0;5.0;15.0;1501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
15.0;1501;7.0;2012.0;19.0;1.0;15.0;1501;999.0;37.0;9.0;2.0;320.0;320.0;9.0;4.0;6111;9711
15.0;1506;2.0;2013.0;17.0;10.0;15.0;1501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
15.0;1506;5.0;2012.0;27.0;1.0;15.0;1501;999.0;39.0;9.0;2.0;320.0;320.0;9.0;2.0;6111;9711
15.0;1506;6.0;2012.0;16.0;5.0;15.0;1501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
15.0;1506;7.0;2012.0;20.0;6.0;15.0;1501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
15.0;1506;7.0;2012.0;24.0;3.0;15.0;1501;999.0;999.0;9.0;2.0;320.0;320.0;9.0;1.0;6111;9711
15.0;1506;10.0;2012.0;27.0;7.0;15.0;1501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
16.0;1601;2.0;2013.0;8.0;11.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
16.0;1601;6.0;2012.0;13.0;2.0;16.0;1601;999.0;999.0;1.0;1.0;320.0;320.0;9.0;9.0;6111;9711
16.0;1601;6.0;2013.0;26.0;12.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
16.0;1601;11.0;2012.0;16.0;4.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
16.0;1601;11.0;2012.0;28.0;5.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
16.0;1602;2.0;2013.0;9.0;7.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
16.0;1604;11.0;2012.0;21.0;8.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
16.0;1613;11.0;2012.0;5.0;9.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
1.0;0108;11.0;2012.0;26.0;10.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
18.0;1801;1.0;2013.0;12.0;11.0;18.0;1801;999.0;29.0;9.0;2.0;320.0;320.0;9.0;9.0;6111;9711
18.0;1805;3.0;2012.0;2.0;3.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
18.0;1805;3.0;2012.0;27.0;1.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
18.0;1805;4.0;2012.0;22.0;2.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
18.0;1805;7.0;2012.0;27.0;6.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
18.0;1805;7.0;2012.0;29.0;6.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
18.0;1805;10.0;2012.0;20.0;9.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
18.0;1801;11.0;2012.0;2.0;7.0;19.0;1901;999.0;34.0;9.0;9.0;320.0;320.0;9.0;1.0;6111;9711
19.0;1901;1.0;2013.0;16.0;10.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
19.0;1901;12.0;2012.0;7.0;11.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
19.0;1905;6.0;2012.0;7.0;3.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
18.0;1805;10.0;2012.0;21.0;6.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
20.0;2002;12.0;2012.0;5.0;12.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
20.0;2008;3.0;2012.0;7.0;2.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
20.0;2008;5.0;2012.0;30.0;3.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
20.0;2011;4.0;2012.0;8.0;2.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
6.0;0605;10.0;2012.0;4.0;9.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
21.0;2101;1.0;2013.0;8.0;11.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
21.0;2101;2.0;2013.0;18.0;7.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
21.0;2101;2.0;2013.0;27.0;12.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
21.0;2101;3.0;2013.0;12.0;12.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
21.0;2101;3.0;2013.0;19.0;12.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
21.0;2101;6.0;2013.0;16.0;1.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
21.0;2101;8.0;2012.0;6.0;8.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
21.0;2101;8.0;2012.0;27.0;6.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9711
