DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PUEHOM;PUEMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
22.0;2201;7.0;2013.0;1.0;4.0;22.0;2201;40.0;24.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;35
1.0;0101;3.0;2014.0;3.0;6.0;1.0;0101;999.0;26.0;9.0;4.0;320.0;320.0;9.0;2.0;NEOG;52
1.0;0101;9.0;2013.0;3.0;5.0;1.0;0101;25.0;25.0;9.0;4.0;320.0;320.0;9.0;5.0;NEOG;43
8.0;0801;12.0;2013.0;14.0;10.0;8.0;0801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;75
1.0;0101;4.0;2013.0;4.0;2.0;1.0;0101;999.0;31.0;9.0;4.0;320.0;320.0;9.0;3.0;NEOG;51
14.0;1411;6.0;2014.0;13.0;8.0;14.0;1411;29.0;21.0;1.0;1.0;320.0;320.0;9.0;2.0;NEOG;NEOG
21.0;2101;9.0;2013.0;27.0;3.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
22.0;2201;10.0;2013.0;4.0;10.0;22.0;2201;22.0;23.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;NEOG
8.0;0805;6.0;2013.0;13.0;5.0;8.0;0805;999.0;999.0;1.0;1.0;320.0;320.0;9.0;1.0;NEOG;NEOG
16.0;1601;12.0;2013.0;5.0;6.0;16.0;1612;30.0;26.0;1.0;1.0;320.0;320.0;9.0;1.0;NEOG;NEOG
5.0;0509;1.0;2014.0;11.0;11.0;5.0;0509;39.0;39.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;NEOG
1.0;0108;11.0;2013.0;26.0;8.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;93
1.0;0101;1.0;2014.0;6.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;12.0;2013.0;3.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0115;1.0;2014.0;18.0;11.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
9.0;0920;2.0;2014.0;9.0;9.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
12.0;1215;2.0;2014.0;27.0;9.0;12.0;1215;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
16.0;1601;2.0;2014.0;14.0;11.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
21.0;2101;1.0;2014.0;4.0;11.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
5.0;0501;1.0;2014.0;19.0;8.0;5.0;0501;43.0;35.0;9.0;4.0;320.0;320.0;9.0;3.0;NEOG;NEOG
10.0;1015;1.0;2014.0;27.0;12.0;10.0;1015;32.0;28.0;9.0;9.0;320.0;320.0;9.0;4.0;NEOG;NEOG
9.0;0920;5.0;2014.0;4.0;10.0;9.0;0920;25.0;25.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
14.0;1401;1.0;2014.0;27.0;11.0;1.0;0101;36.0;22.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
11.0;1101;1.0;2014.0;11.0;9.0;11.0;1101;23.0;19.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
1.0;0101;8.0;2013.0;27.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;9.0;2013.0;31.0;5.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2013.0;27.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;11.0;2013.0;16.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0108;4.0;2013.0;6.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0115;8.0;2013.0;27.0;6.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0115;9.0;2013.0;2.0;8.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
5.0;0502;10.0;2013.0;6.0;6.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
6.0;0604;11.0;2013.0;26.0;9.0;1.0;0101;39.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;3.0;2013.0;5.0;2.0;1.0;0101;38.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;8.0;2013.0;27.0;2.0;1.0;0101;38.0;36.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
1.0;0101;6.0;2013.0;1.0;3.0;1.0;0101;25.0;29.0;9.0;9.0;320.0;320.0;9.0;4.0;NEOG;NEOG
11.0;1102;10.0;2013.0;16.0;7.0;11.0;1101;28.0;24.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;11.0;2013.0;20.0;9.0;1.0;0101;24.0;23.0;9.0;9.0;320.0;320.0;9.0;4.0;NEOG;NEOG
20.0;2001;9.0;2013.0;30.0;5.0;20.0;2001;26.0;21.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
3.0;0306;6.0;2013.0;3.0;5.0;3.0;0301;22.0;21.0;9.0;4.0;320.0;320.0;9.0;3.0;NEOG;NEOG
21.0;2101;5.0;2013.0;23.0;4.0;21.0;2101;34.0;19.0;9.0;4.0;320.0;320.0;9.0;3.0;NEOG;NEOG
9.0;0915;7.0;2013.0;19.0;2.0;9.0;0915;23.0;20.0;1.0;1.0;320.0;320.0;9.0;3.0;NEOG;NEOG
1.0;0115;12.0;2013.0;14.0;10.0;1.0;0117;38.0;37.0;4.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
1.0;0101;6.0;2013.0;14.0;3.0;1.0;0101;32.0;32.0;4.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
22.0;2212;7.0;2013.0;11.0;3.0;22.0;2212;21.0;18.0;4.0;4.0;320.0;320.0;9.0;3.0;NEOG;NEOG
1.0;0101;8.0;2013.0;24.0;5.0;1.0;0101;31.0;27.0;9.0;4.0;320.0;340.0;9.0;5.0;NEOG;NEOG
1.0;0101;7.0;2013.0;7.0;2.0;1.0;0101;28.0;31.0;9.0;4.0;320.0;320.0;9.0;5.0;NEOG;NEOG
1.0;0101;10.0;2013.0;28.0;8.0;1.0;0101;27.0;32.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
1.0;0101;7.0;2013.0;3.0;5.0;1.0;0101;40.0;27.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
15.0;1501;10.0;2013.0;11.0;7.0;15.0;1501;33.0;20.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
5.0;0501;9.0;2013.0;22.0;5.0;5.0;0501;42.0;45.0;9.0;4.0;320.0;320.0;9.0;5.0;NEOG;26
15.0;1501;12.0;2013.0;8.0;11.0;15.0;1501;30.0;29.0;9.0;9.0;320.0;320.0;9.0;5.0;NEOG;25
19.0;1904;1.0;2014.0;20.0;12.0;19.0;1904;21.0;27.0;4.0;4.0;320.0;320.0;9.0;4.0;NEOG;23
1.0;0105;10.0;2013.0;23.0;7.0;1.0;0101;999.0;28.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;23
19.0;1901;10.0;2013.0;17.0;9.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;23
1.0;0101;6.0;2013.0;19.0;4.0;1.0;0114;33.0;28.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;23
19.0;1901;2.0;2013.0;22.0;1.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;23
1.0;0101;5.0;2013.0;5.0;3.0;1.0;0101;26.0;25.0;9.0;4.0;320.0;320.0;9.0;5.0;NEOG;23
9.0;0916;2.0;2013.0;15.0;1.0;9.0;0901;23.0;24.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;23
1.0;0101;3.0;2013.0;19.0;2.0;1.0;0101;23.0;24.0;9.0;4.0;320.0;320.0;9.0;5.0;NEOG;24
1.0;0114;9.0;2013.0;6.0;8.0;1.0;0114;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;75
20.0;2001;4.0;2014.0;18.0;9.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;IGNORADO
5.0;0506;6.0;2013.0;25.0;4.0;10.0;1001;41.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;IGNORADO
1.0;0101;3.0;2013.0;9.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;IGNORADO
9.0;0901;10.0;2013.0;9.0;9.0;9.0;0901;32.0;29.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;IGNORADO
3.0;0301;1.0;2014.0;11.0;10.0;3.0;0301;999.0;999.0;4.0;4.0;320.0;320.0;9.0;1.0;NEOG;IGNORADO
17.0;1710;5.0;2013.0;25.0;4.0;1.0;0101;34.0;999.0;4.0;9.0;320.0;320.0;9.0;9.0;NEOG;IGNORADO
16.0;1601;10.0;2013.0;10.0;4.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;41
10.0;1002;7.0;2013.0;9.0;7.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;2.0;NEOG;NEOG
1.0;0108;12.0;2013.0;22.0;10.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;NEOG
5.0;0511;2.0;2014.0;2.0;7.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
18.0;1801;12.0;2013.0;13.0;5.0;18.0;1801;53.0;54.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;NEOG
1.0;0101;9.0;2013.0;1.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
10.0;1010;9.0;2013.0;2.0;7.0;10.0;1001;50.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;NEOG
8.0;0801;5.0;2013.0;11.0;3.0;8.0;0801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;NEOG
1.0;0101;9.0;2013.0;20.0;8.0;1.0;0101;44.0;47.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;NEOG
11.0;1107;5.0;2014.0;2.0;12.0;11.0;1107;999.0;999.0;4.0;4.0;320.0;320.0;9.0;1.0;NEOG;NEOG
10.0;1001;6.0;2014.0;3.0;4.0;10.0;1017;70.0;46.0;4.0;4.0;320.0;320.0;9.0;1.0;NEOG;NEOG
20.0;2008;6.0;2013.0;2.0;4.0;1.0;0101;39.0;45.0;4.0;4.0;320.0;320.0;9.0;9.0;NEOG;NEOG
5.0;0501;2.0;2014.0;20.0;6.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;33
1.0;0101;9.0;2013.0;31.0;7.0;1.0;0101;47.0;27.0;4.0;4.0;320.0;320.0;9.0;4.0;NEOG;42
1.0;0101;5.0;2014.0;25.0;11.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;41
21.0;2101;12.0;2013.0;28.0;10.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;4.0;NEOG;41
15.0;1501;8.0;2013.0;5.0;7.0;15.0;1501;999.0;26.0;4.0;4.0;320.0;320.0;9.0;4.0;NEOG;41
1.0;0109;5.0;2013.0;24.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;IGNORADO
7.0;0701;1.0;2013.0;7.0;1.0;7.0;0701;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;IGNORADO
7.0;0701;2.0;2013.0;7.0;1.0;7.0;0701;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;IGNORADO
17.0;1703;8.0;2013.0;10.0;7.0;17.0;1703;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;IGNORADO
7.0;0701;8.0;2013.0;12.0;6.0;7.0;0701;999.0;36.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;IGNORADO
1.0;0101;7.0;2013.0;5.0;6.0;1.0;0101;999.0;35.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;IGNORADO
1.0;0101;8.0;2013.0;2.0;4.0;1.0;0108;29.0;32.0;4.0;9.0;320.0;320.0;4.0;9.0;NEOG;IGNORADO
12.0;1215;4.0;2013.0;18.0;3.0;12.0;1215;27.0;26.0;4.0;9.0;320.0;320.0;4.0;9.0;NEOG;IGNORADO
1.0;0101;7.0;2013.0;21.0;3.0;1.0;0101;33.0;25.0;4.0;9.0;320.0;320.0;4.0;9.0;NEOG;IGNORADO
22.0;2201;11.0;2013.0;18.0;10.0;22.0;2201;28.0;25.0;4.0;9.0;320.0;320.0;2.0;9.0;NEOG;IGNORADO
1.0;0101;3.0;2014.0;5.0;12.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;23
12.0;1201;3.0;2014.0;9.0;12.0;12.0;1201;999.0;28.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;23
17.0;1701;7.0;2013.0;29.0;5.0;17.0;1703;31.0;27.0;4.0;4.0;320.0;320.0;4.0;5.0;NEOG;23
1.0;0101;3.0;2014.0;7.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;840.0;9.0;9.0;NEOG;23
16.0;1601;10.0;2013.0;2.0;7.0;16.0;1601;31.0;28.0;4.0;4.0;320.0;320.0;5.0;4.0;NEOG;23
14.0;1421;6.0;2013.0;5.0;4.0;14.0;1401;33.0;27.0;9.0;4.0;320.0;320.0;3.0;4.0;NEOG;23
2.0;0203;7.0;2013.0;25.0;6.0;2.0;0201;28.0;26.0;4.0;4.0;320.0;320.0;4.0;4.0;NEOG;23
14.0;1401;4.0;2013.0;1.0;2.0;14.0;1401;23.0;22.0;4.0;4.0;320.0;320.0;4.0;4.0;NEOG;23
14.0;1420;4.0;2013.0;27.0;2.0;14.0;1420;37.0;22.0;4.0;4.0;320.0;320.0;4.0;4.0;NEOG;23
1.0;0101;4.0;2013.0;13.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;43
9.0;0901;7.0;2013.0;28.0;5.0;9.0;0901;47.0;39.0;4.0;4.0;320.0;320.0;5.0;5.0;NEOG;26
1.0;0101;2.0;2014.0;20.0;11.0;5.0;0501;29.0;39.0;4.0;4.0;320.0;320.0;4.0;4.0;NEOG;12
1.0;0101;1.0;2014.0;10.0;4.0;1.0;0101;999.0;46.0;9.0;4.0;320.0;320.0;9.0;5.0;NEOG;12
1.0;0101;3.0;2014.0;12.0;11.0;1.0;0101;39.0;30.0;9.0;4.0;188.0;320.0;9.0;5.0;NEOG;12
3.0;0301;1.0;2014.0;17.0;10.0;3.0;0301;36.0;31.0;4.0;9.0;320.0;1020.0;5.0;5.0;NEOG;42
1.0;0101;4.0;2013.0;19.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;222.0;9.0;9.0;NEOG;NEOG
1.0;0115;8.0;2013.0;28.0;6.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;222.0;9.0;9.0;NEOG;NEOG
9.0;0920;8.0;2013.0;16.0;5.0;9.0;0920;999.0;999.0;4.0;9.0;320.0;320.0;9.0;1.0;NEOG;NEOG
1.0;0101;2.0;2014.0;31.0;7.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;3.0;3.0;NEOG;NEOG
1.0;0101;3.0;2014.0;5.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;12.0;2013.0;13.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0102;6.0;2014.0;12.0;12.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;1.0;2014.0;4.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;1.0;2014.0;5.0;12.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;5.0;2014.0;8.0;10.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0108;3.0;2014.0;10.0;12.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0108;5.0;2014.0;10.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
16.0;1601;1.0;2014.0;23.0;7.0;16.0;1601;999.0;999.0;9.0;1.0;320.0;320.0;9.0;1.0;NEOG;NEOG
16.0;1601;1.0;2014.0;25.0;10.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
20.0;2010;1.0;2014.0;7.0;8.0;20.0;2010;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
13.0;1301;1.0;2014.0;19.0;4.0;13.0;1301;60.0;53.0;9.0;4.0;320.0;320.0;5.0;1.0;NEOG;NEOG
1.0;0101;6.0;2014.0;2.0;4.0;1.0;0101;999.0;36.0;9.0;4.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;12.0;2013.0;25.0;10.0;1.0;0101;26.0;29.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
16.0;1601;3.0;2014.0;13.0;12.0;16.0;1601;999.0;28.0;9.0;1.0;320.0;320.0;9.0;2.0;NEOG;NEOG
11.0;1102;2.0;2014.0;4.0;12.0;11.0;1102;999.0;25.0;9.0;1.0;320.0;320.0;9.0;2.0;NEOG;NEOG
1.0;0101;2.0;2014.0;5.0;12.0;1.0;0101;999.0;24.0;9.0;4.0;320.0;320.0;9.0;2.0;NEOG;NEOG
1.0;0101;6.0;2013.0;31.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;4.0;2013.0;15.0;2.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;5.0;2013.0;11.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;6.0;2013.0;2.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;7.0;2013.0;2.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;7.0;2013.0;12.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;7.0;2013.0;31.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;9.0;2013.0;4.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;9.0;2013.0;17.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2013.0;30.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;11.0;2013.0;17.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0115;7.0;2013.0;25.0;6.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0115;9.0;2013.0;19.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
2.0;0207;5.0;2013.0;5.0;3.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
9.0;0901;4.0;2013.0;18.0;3.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
9.0;0901;6.0;2013.0;27.0;4.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
11.0;1101;9.0;2013.0;28.0;6.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
16.0;1603;11.0;2013.0;8.0;4.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
20.0;2008;10.0;2013.0;26.0;8.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
20.0;2001;9.0;2013.0;11.0;4.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;NEOG
20.0;2001;9.0;2013.0;17.0;7.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2013.0;12.0;8.0;1.0;0101;999.0;44.0;9.0;9.0;320.0;320.0;9.0;4.0;NEOG;NEOG
18.0;1801;4.0;2013.0;26.0;3.0;18.0;1801;999.0;40.0;9.0;9.0;320.0;320.0;9.0;2.0;NEOG;NEOG
10.0;1005;6.0;2013.0;8.0;4.0;11.0;1101;999.0;39.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;NEOG
1.0;0101;5.0;2013.0;12.0;3.0;1.0;0101;37.0;31.0;9.0;4.0;320.0;320.0;9.0;3.0;NEOG;NEOG
18.0;1801;8.0;2013.0;8.0;5.0;18.0;1801;999.0;30.0;9.0;4.0;320.0;320.0;9.0;3.0;NEOG;NEOG
1.0;0114;7.0;2013.0;25.0;4.0;1.0;0114;21.0;27.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0103;8.0;2013.0;3.0;5.0;1.0;0101;999.0;26.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
1.0;0101;9.0;2013.0;12.0;7.0;1.0;0101;999.0;24.0;9.0;4.0;320.0;320.0;9.0;2.0;NEOG;NEOG
1.0;0101;9.0;2013.0;25.0;6.0;1.0;0101;999.0;22.0;9.0;4.0;320.0;320.0;9.0;3.0;NEOG;NEOG
1.0;0101;11.0;2013.0;11.0;9.0;1.0;0101;26.0;20.0;9.0;4.0;320.0;320.0;9.0;3.0;NEOG;NEOG
18.0;1801;6.0;2013.0;11.0;2.0;18.0;1801;24.0;18.0;9.0;4.0;320.0;320.0;3.0;3.0;NEOG;NEOG
7.0;0701;12.0;2013.0;27.0;11.0;7.0;0701;34.0;28.0;1.0;4.0;320.0;320.0;4.0;2.0;NEOG;NEOG
1.0;0101;9.0;2013.0;11.0;6.0;1.0;0101;23.0;25.0;1.0;1.0;320.0;320.0;2.0;2.0;NEOG;NEOG
13.0;1301;9.0;2013.0;9.0;7.0;13.0;1301;21.0;23.0;1.0;1.0;320.0;320.0;4.0;3.0;NEOG;NEOG
16.0;1601;2.0;2014.0;13.0;12.0;16.0;1610;23.0;19.0;1.0;1.0;320.0;320.0;9.0;1.0;NEOG;NEOG
9.0;0909;7.0;2013.0;17.0;5.0;9.0;0901;20.0;19.0;1.0;1.0;320.0;320.0;3.0;2.0;NEOG;NEOG
7.0;0701;4.0;2013.0;20.0;2.0;7.0;0701;19.0;19.0;1.0;1.0;320.0;320.0;9.0;1.0;NEOG;NEOG
1.0;0101;6.0;2014.0;24.0;10.0;1.0;0101;37.0;38.0;4.0;4.0;320.0;320.0;5.0;2.0;NEOG;NEOG
10.0;1002;1.0;2014.0;18.0;9.0;10.0;1002;48.0;34.0;4.0;4.0;320.0;320.0;4.0;2.0;NEOG;NEOG
1.0;0101;2.0;2014.0;5.0;4.0;1.0;0117;34.0;32.0;4.0;4.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0102;9.0;2013.0;9.0;7.0;1.0;0101;33.0;32.0;4.0;4.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0103;11.0;2013.0;30.0;9.0;1.0;0101;29.0;31.0;4.0;4.0;320.0;320.0;3.0;2.0;NEOG;NEOG
1.0;0117;6.0;2013.0;27.0;5.0;1.0;0115;24.0;31.0;4.0;4.0;320.0;320.0;2.0;4.0;NEOG;NEOG
9.0;0921;1.0;2014.0;28.0;11.0;9.0;0921;36.0;29.0;4.0;4.0;320.0;320.0;3.0;4.0;NEOG;NEOG
22.0;2211;2.0;2013.0;4.0;1.0;22.0;2201;32.0;29.0;4.0;4.0;320.0;320.0;4.0;3.0;NEOG;NEOG
12.0;1215;12.0;2013.0;30.0;9.0;12.0;1215;28.0;28.0;4.0;4.0;320.0;320.0;4.0;2.0;NEOG;NEOG
17.0;1701;3.0;2013.0;30.0;1.0;17.0;1701;34.0;27.0;4.0;4.0;320.0;320.0;4.0;9.0;NEOG;NEOG
19.0;1903;3.0;2014.0;8.0;11.0;19.0;1903;34.0;27.0;4.0;4.0;320.0;320.0;4.0;2.0;NEOG;NEOG
1.0;0101;4.0;2014.0;9.0;7.0;1.0;0116;23.0;25.0;4.0;4.0;320.0;320.0;9.0;3.0;NEOG;NEOG
22.0;2216;4.0;2013.0;21.0;3.0;22.0;2201;28.0;24.0;4.0;4.0;320.0;320.0;4.0;2.0;NEOG;NEOG
22.0;2203;11.0;2013.0;5.0;11.0;22.0;2201;30.0;23.0;4.0;4.0;320.0;320.0;4.0;4.0;NEOG;NEOG
1.0;0101;10.0;2013.0;19.0;8.0;1.0;0101;25.0;23.0;4.0;4.0;320.0;320.0;3.0;2.0;NEOG;NEOG
5.0;0505;9.0;2013.0;26.0;7.0;5.0;0501;24.0;23.0;4.0;4.0;320.0;320.0;2.0;2.0;NEOG;NEOG
13.0;1301;9.0;2013.0;12.0;7.0;13.0;1301;30.0;22.0;4.0;4.0;320.0;320.0;4.0;3.0;NEOG;NEOG
22.0;2211;4.0;2013.0;11.0;4.0;22.0;2201;26.0;22.0;4.0;4.0;320.0;320.0;4.0;2.0;NEOG;NEOG
11.0;1101;7.0;2013.0;17.0;5.0;11.0;1101;35.0;21.0;4.0;4.0;320.0;320.0;4.0;3.0;NEOG;NEOG
1.0;0101;9.0;2013.0;19.0;8.0;1.0;0101;28.0;21.0;4.0;4.0;320.0;320.0;3.0;2.0;NEOG;NEOG
6.0;0608;3.0;2014.0;27.0;9.0;6.0;0608;26.0;20.0;4.0;4.0;320.0;320.0;4.0;3.0;NEOG;NEOG
5.0;0502;3.0;2014.0;2.0;10.0;5.0;0507;26.0;19.0;4.0;4.0;320.0;320.0;2.0;2.0;NEOG;NEOG
1.0;0114;3.0;2013.0;27.0;2.0;1.0;0114;24.0;19.0;4.0;4.0;320.0;320.0;3.0;3.0;NEOG;NEOG
