Depreg;Mupreg;Mesreg;Anoreg;Diaocu;Mesocu;Anoocu;Depocu;Mupocu;Edadhom;Edadmuj;Gethom;Getmuj;Nachom;Nacmuj;Ocuhom;Ocumuj;Mever;Anover
13.0;1302;12.0;09;7.0;10.0;09;13.0;1301;30.0;28.0;9.0;9.0;320.0;320.0;9712.0;2341.0;5.0;2004.0
13.0;1301;11.0;09;7.0;10.0;09;13.0;1301;30.0;23.0;9.0;9.0;320.0;320.0;9712.0;2341.0;5.0;2004.0
13.0;1307;4.0;09;23.0;2.0;09;13.0;1301;24.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;7.0;2004.0
13.0;1301;6.0;09;26.0;5.0;09;13.0;1301;22.0;20.0;9.0;9.0;320.0;320.0;9712.0;9712.0;8.0;2004.0
13.0;1301;2.0;10;26.0;8.0;09;13.0;1301;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;4.0;2004.0
13.0;1301;3.0;10;28.0;1.0;09;13.0;1301;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;9.0;2004.0
13.0;1302;6.0;10;30.0;10.0;09;13.0;1301;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;10.0;2004.0
13.0;1301;6.0;10;2.0;9.0;09;13.0;1301;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;8.0;2005.0
13.0;1301;7.0;09;20.0;5.0;09;13.0;1301;18.0;17.0;9.0;9.0;320.0;320.0;6111.0;9711.0;2.0;2005.0
13.0;1301;3.0;09;22.0;1.0;09;13.0;1301;40.0;20.0;9.0;2.0;320.0;320.0;7231.0;9712.0;12.0;2006.0
13.0;1301;5.0;10;24.0;4.0;09;13.0;1301;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;12.0;2006.0
13.0;1301;2.0;09;26.0;1.0;09;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;12.0;2006.0
13.0;1301;11.0;09;20.0;7.0;09;13.0;1301;999.0;26.0;2.0;2.0;320.0;320.0;9999.0;2341.0;4.0;2007.0
13.0;1302;11.0;09;24.0;9.0;09;13.0;1301;19.0;18.0;2.0;2.0;320.0;320.0;6111.0;9712.0;9.0;2007.0
13.0;1301;6.0;09;30.0;4.0;09;13.0;1301;26.0;24.0;9.0;9.0;320.0;320.0;3118.0;3343.0;2.0;2008.0
1.0;0101;9.0;09;10.0;6.0;09;13.0;1301;999.0;999.0;2.0;2.0;320.0;320.0;9999.0;9999.0;4.0;1971.0
13.0;1302;7.0;09;15.0;6.0;09;13.0;1301;999.0;17.0;9.0;9.0;320.0;320.0;9999.0;9999.0;6.0;1971.0
13.0;1301;5.0;09;30.0;4.0;09;13.0;1301;19.0;16.0;9.0;9.0;320.0;320.0;4131.0;9711.0;7.0;1971.0
13.0;1301;4.0;10;26.0;11.0;09;13.0;1301;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;12.0;1974.0
13.0;1301;6.0;09;21.0;5.0;09;13.0;1301;22.0;16.0;9.0;9.0;320.0;320.0;6111.0;9711.0;2.0;1976.0
13.0;1301;2.0;10;9.0;11.0;09;13.0;1301;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;12.0;1978.0
13.0;1301;9.0;09;17.0;8.0;09;13.0;1301;50.0;999.0;9.0;9.0;320.0;320.0;6111.0;9999.0;4.0;1980.0
13.0;1301;5.0;10;8.0;5.0;09;13.0;1301;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;5.0;1983.0
13.0;1306;12.0;09;21.0;8.0;09;13.0;1301;49.0;43.0;1.0;2.0;320.0;320.0;8152.0;9711.0;3.0;1983.0
13.0;1301;5.0;09;19.0;3.0;09;13.0;1301;20.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;1.0;1984.0
13.0;1301;3.0;10;19.0;3.0;09;13.0;1301;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;1.0;1984.0
13.0;1301;9.0;09;17.0;8.0;09;13.0;1301;48.0;43.0;2.0;2.0;320.0;320.0;9999.0;9999.0;12.0;1985.0
13.0;1301;3.0;09;27.0;2.0;09;13.0;1301;999.0;18.0;9.0;9.0;320.0;320.0;9712.0;9712.0;5.0;1987.0
13.0;1301;11.0;09;8.0;10.0;09;13.0;1301;30.0;16.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;1988.0
13.0;1301;9.0;09;12.0;8.0;09;13.0;1301;55.0;43.0;9.0;9.0;320.0;320.0;3513.0;9712.0;7.0;1988.0
13.0;1301;8.0;09;14.0;7.0;09;13.0;1301;43.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;5.0;1988.0
13.0;1307;11.0;09;9.0;10.0;09;13.0;1301;56.0;23.0;9.0;9.0;320.0;320.0;6111.0;9999.0;6.0;1989.0
13.0;1301;7.0;09;5.0;5.0;09;13.0;1301;49.0;50.0;9.0;9.0;320.0;320.0;9999.0;9999.0;12.0;1990.0
11.0;1106;4.0;09;5.0;3.0;09;13.0;1301;23.0;40.0;9.0;2.0;320.0;320.0;6111.0;9711.0;1.0;1991.0
13.0;1323;4.0;09;10.0;2.0;09;13.0;1301;37.0;18.0;1.0;9.0;320.0;320.0;6111.0;9711.0;8.0;1991.0
13.0;1312;2.0;09;16.0;1.0;09;13.0;1301;29.0;15.0;9.0;9.0;320.0;320.0;6111.0;9711.0;12.0;1991.0
13.0;1301;6.0;09;24.0;4.0;09;13.0;1301;25.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;4.0;1991.0
13.0;1301;8.0;09;3.0;6.0;09;13.0;1301;35.0;31.0;9.0;9.0;320.0;320.0;9999.0;9999.0;1.0;1993.0
13.0;1301;9.0;09;3.0;7.0;09;13.0;1301;39.0;40.0;9.0;9.0;320.0;320.0;8322.0;9711.0;1.0;1993.0
13.0;1301;5.0;09;9.0;3.0;09;13.0;1301;25.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;8.0;1993.0
13.0;1301;11.0;09;18.0;9.0;09;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;1993.0
13.0;1301;6.0;10;22.0;7.0;09;13.0;1301;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;11.0;1994.0
13.0;1301;4.0;09;18.0;3.0;09;13.0;1301;26.0;20.0;9.0;9.0;320.0;320.0;9999.0;9999.0;4.0;1995.0
13.0;1301;6.0;09;7.0;5.0;09;13.0;1301;22.0;26.0;9.0;9.0;320.0;320.0;7231.0;9711.0;2.0;1996.0
15.0;1502;11.0;09;25.0;9.0;09;13.0;1301;40.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;11.0;1996.0
13.0;1301;1.0;10;7.0;9.0;09;13.0;1301;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;3.0;1997.0
13.0;1324;7.0;09;27.0;1.0;09;13.0;1301;33.0;26.0;9.0;9.0;320.0;320.0;6111.0;9711.0;7.0;1998.0
13.0;1301;10.0;09;6.0;8.0;09;13.0;1301;24.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;10.0;1999.0
13.0;1323;4.0;09;9.0;3.0;09;13.0;1301;31.0;27.0;1.0;2.0;320.0;320.0;5221.0;9712.0;3.0;1999.0
13.0;1301;11.0;09;11.0;3.0;09;13.0;1301;24.0;24.0;9.0;9.0;320.0;320.0;9999.0;9999.0;3.0;1999.0
13.0;1301;12.0;09;28.0;9.0;09;13.0;1301;999.0;18.0;9.0;9.0;320.0;320.0;9999.0;9999.0;6.0;1999.0
14.0;1414;2.0;09;27.0;1.0;09;14.0;1401;999.0;999.0;9.0;9.0;320.0;320.0;9712.0;9712.0;11.0;2000.0
14.0;1401;2.0;10;16.0;10.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;9.0;2001.0
14.0;1401;3.0;09;24.0;2.0;09;14.0;1401;999.0;16.0;9.0;9.0;320.0;320.0;9999.0;9999.0;6.0;2002.0
14.0;1418;11.0;09;27.0;8.0;09;14.0;1401;61.0;60.0;9.0;9.0;320.0;320.0;6111.0;9711.0;10.0;2002.0
14.0;1401;2.0;09;6.0;1.0;09;14.0;1401;27.0;23.0;9.0;9.0;320.0;320.0;9999.0;9999.0;12.0;2003.0
14.0;1408;3.0;10;16.0;12.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;9.0;2003.0
14.0;1401;8.0;09;29.0;6.0;09;14.0;1401;27.0;27.0;9.0;9.0;320.0;320.0;9999.0;9999.0;11.0;2003.0
14.0;1421;4.0;10;21.0;7.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;3.0;2004.0
14.0;1403;12.0;09;20.0;11.0;09;14.0;1401;999.0;999.0;1.0;9.0;320.0;320.0;9712.0;9999.0;9.0;2006.0
14.0;1401;4.0;09;23.0;3.0;09;14.0;1401;22.0;21.0;1.0;9.0;320.0;320.0;9999.0;9712.0;10.0;2006.0
14.0;1412;6.0;09;14.0;5.0;09;14.0;1401;18.0;16.0;9.0;9.0;320.0;320.0;9999.0;9999.0;5.0;2007.0
14.0;1416;5.0;10;17.0;4.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;10.0;2007.0
14.0;1401;7.0;09;27.0;5.0;09;14.0;1401;19.0;20.0;9.0;1.0;320.0;320.0;9999.0;9999.0;5.0;2007.0
14.0;1401;2.0;10;2.0;10.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;8.0;2008.0
14.0;1401;12.0;09;21.0;10.0;09;14.0;1401;23.0;18.0;9.0;9.0;320.0;320.0;9999.0;9999.0;4.0;2008.0
14.0;1401;10.0;09;26.0;8.0;09;14.0;1401;30.0;26.0;1.0;1.0;320.0;320.0;9999.0;9999.0;1.0;2008.0
14.0;1402;4.0;09;26.0;1.0;09;14.0;1401;19.0;15.0;9.0;9.0;320.0;320.0;9999.0;9999.0;8.0;1982.0
14.0;1403;11.0;09;13.0;10.0;09;14.0;1401;34.0;18.0;9.0;9.0;320.0;320.0;6111.0;9711.0;9.0;1985.0
14.0;1401;3.0;10;23.0;10.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;1.0;1986.0
14.0;1401;9.0;09;14.0;7.0;09;14.0;1401;20.0;17.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;1989.0
14.0;1416;4.0;10;17.0;12.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;2.0;1989.0
14.0;1406;1.0;10;1.0;12.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;7.0;1991.0
3.0;0302;12.0;09;24.0;9.0;09;14.0;1401;47.0;38.0;2.0;2.0;320.0;320.0;6111.0;9711.0;3.0;1991.0
14.0;1401;9.0;09;27.0;7.0;09;14.0;1401;21.0;20.0;9.0;9.0;320.0;320.0;9999.0;9999.0;10.0;1993.0
14.0;1403;12.0;09;28.0;9.0;09;14.0;1401;22.0;21.0;9.0;9.0;320.0;320.0;9712.0;2341.0;2.0;1993.0
14.0;1401;3.0;10;4.0;12.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;6.0;1994.0
14.0;1401;4.0;09;13.0;3.0;09;14.0;1401;18.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;5.0;1994.0
14.0;1401;11.0;09;13.0;3.0;09;14.0;1401;18.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;5.0;1994.0
14.0;1401;11.0;09;13.0;3.0;09;14.0;1401;18.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;5.0;1994.0
14.0;1401;9.0;09;27.0;7.0;09;14.0;1401;28.0;20.0;9.0;9.0;320.0;320.0;9999.0;9999.0;8.0;1994.0
14.0;1401;9.0;09;31.0;7.0;09;14.0;1401;42.0;23.0;9.0;9.0;320.0;320.0;9999.0;9999.0;12.0;1994.0
14.0;1401;4.0;10;31.0;7.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;8.0;1994.0
14.0;1418;11.0;09;31.0;7.0;09;14.0;1401;999.0;43.0;9.0;9.0;320.0;320.0;6111.0;9711.0;8.0;1994.0
14.0;1401;3.0;09;10.0;2.0;09;14.0;1401;21.0;26.0;9.0;9.0;320.0;320.0;9999.0;9999.0;11.0;1995.0
14.0;1401;3.0;09;19.0;1.0;09;14.0;1401;29.0;29.0;9.0;9.0;320.0;320.0;9999.0;9999.0;4.0;1995.0
14.0;1401;3.0;09;10.0;2.0;09;14.0;1401;33.0;23.0;9.0;9.0;320.0;320.0;9999.0;9999.0;4.0;1996.0
14.0;1412;3.0;09;2.0;2.0;09;14.0;1401;20.0;18.0;9.0;9.0;320.0;320.0;9999.0;9999.0;8.0;1997.0
1.0;0110;10.0;09;9.0;9.0;09;14.0;1401;19.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;8.0;1998.0
14.0;1401;3.0;10;17.0;12.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;11.0;1999.0
14.0;1401;2.0;10;18.0;12.0;09;14.0;1401;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;6.0;1999.0
14.0;1418;12.0;09;19.0;11.0;09;14.0;1401;23.0;17.0;9.0;9.0;320.0;320.0;6111.0;9711.0;10.0;1999.0
14.0;1409;7.0;09;23.0;6.0;09;14.0;1401;28.0;999.0;9.0;9.0;320.0;320.0;9999.0;9711.0;7.0;1999.0
14.0;1409;7.0;09;23.0;6.0;09;14.0;1401;28.0;999.0;9.0;9.0;320.0;320.0;9999.0;9711.0;7.0;1999.0
2.0;0202;12.0;09;5.0;11.0;09;15.0;1501;22.0;15.0;9.0;9.0;320.0;320.0;9999.0;9999.0;8.0;2000.0
15.0;1503;4.0;09;26.0;2.0;09;15.0;1501;21.0;21.0;9.0;9.0;320.0;320.0;9999.0;9999.0;7.0;2000.0
15.0;1501;7.0;09;10.0;6.0;09;15.0;1501;26.0;15.0;9.0;9.0;320.0;320.0;7231.0;9711.0;12.0;2001.0
15.0;1501;7.0;09;4.0;6.0;09;15.0;1501;22.0;23.0;9.0;9.0;99.0;99.0;9998.0;9998.0;4.0;2002.0
15.0;1501;11.0;09;9.0;10.0;09;15.0;1501;28.0;18.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;2002.0
15.0;1501;7.0;09;12.0;6.0;09;15.0;1501;37.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;7.0;2003.0
15.0;1501;3.0;09;6.0;2.0;09;15.0;1501;16.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;9.0;2004.0
15.0;1504;11.0;09;14.0;9.0;09;15.0;1501;24.0;23.0;9.0;2.0;320.0;320.0;3119.0;2341.0;3.0;2004.0
15.0;1501;9.0;09;20.0;8.0;09;15.0;1501;999.0;26.0;9.0;2.0;320.0;320.0;5221.0;2341.0;1.0;2004.0
15.0;1501;8.0;09;3.0;8.0;09;15.0;1501;23.0;999.0;9.0;9.0;320.0;320.0;9999.0;3343.0;2.0;2005.0
15.0;1501;3.0;09;20.0;2.0;09;15.0;1501;23.0;21.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;2005.0
15.0;1504;5.0;09;20.0;3.0;09;15.0;1501;999.0;30.0;9.0;2.0;320.0;320.0;9998.0;2221.0;6.0;2005.0
15.0;1504;4.0;09;2.0;3.0;09;15.0;1501;27.0;22.0;9.0;9.0;320.0;320.0;9712.0;9712.0;4.0;2006.0
15.0;1501;3.0;09;3.0;3.0;09;15.0;1501;24.0;20.0;9.0;9.0;320.0;320.0;5221.0;9712.0;12.0;2006.0
15.0;1501;3.0;09;6.0;2.0;09;15.0;1501;25.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;3.0;2006.0
15.0;1501;9.0;09;4.0;8.0;09;15.0;1501;27.0;22.0;9.0;9.0;320.0;320.0;9712.0;9712.0;12.0;2007.0
15.0;1503;5.0;09;19.0;3.0;09;15.0;1501;23.0;21.0;2.0;2.0;320.0;320.0;9998.0;9998.0;12.0;2007.0
15.0;1503;3.0;10;1.0;10.0;09;15.0;1501;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;4.0;2008.0
1.0;0101;10.0;09;25.0;8.0;09;15.0;1501;27.0;16.0;9.0;9.0;320.0;320.0;9999.0;9999.0;3.0;1971.0
15.0;1501;5.0;09;26.0;3.0;09;15.0;1501;999.0;23.0;9.0;9.0;320.0;320.0;6111.0;9711.0;5.0;1971.0
15.0;1505;9.0;09;22.0;7.0;09;15.0;1501;55.0;50.0;2.0;2.0;320.0;320.0;6111.0;9711.0;11.0;1972.0
15.0;1501;9.0;09;20.0;7.0;09;15.0;1501;23.0;21.0;9.0;9.0;320.0;320.0;6111.0;9711.0;3.0;1980.0
15.0;1501;10.0;09;18.0;8.0;09;15.0;1501;20.0;999.0;9.0;9.0;320.0;320.0;9712.0;9711.0;5.0;1981.0
15.0;1502;4.0;09;3.0;2.0;09;15.0;1501;20.0;16.0;9.0;9.0;320.0;320.0;6111.0;5242.0;9.0;1982.0
15.0;1501;4.0;09;1.0;4.0;09;15.0;1501;999.0;17.0;9.0;9.0;320.0;320.0;6111.0;9711.0;2.0;1984.0
15.0;1501;6.0;09;29.0;4.0;09;15.0;1501;21.0;21.0;9.0;9.0;320.0;320.0;9999.0;9999.0;3.0;1984.0
15.0;1501;1.0;09;12.0;1.0;09;15.0;1501;23.0;26.0;9.0;9.0;320.0;320.0;3142.0;2341.0;12.0;1985.0
15.0;1505;4.0;09;30.0;3.0;09;15.0;1501;40.0;40.0;2.0;2.0;320.0;320.0;8322.0;2341.0;12.0;1986.0
15.0;1505;7.0;09;4.0;5.0;09;15.0;1501;43.0;35.0;2.0;2.0;320.0;320.0;6111.0;9711.0;11.0;1989.0
15.0;1502;7.0;09;5.0;6.0;09;15.0;1501;23.0;21.0;9.0;9.0;320.0;320.0;6111.0;5242.0;3.0;1989.0
15.0;1505;10.0;09;5.0;8.0;09;15.0;1501;42.0;33.0;2.0;2.0;320.0;320.0;7512.0;9711.0;6.0;1989.0
15.0;1503;3.0;09;7.0;1.0;09;15.0;1501;36.0;17.0;9.0;9.0;320.0;320.0;9999.0;9999.0;12.0;1989.0
15.0;1505;11.0;09;14.0;8.0;09;15.0;1501;53.0;60.0;2.0;2.0;320.0;320.0;6111.0;9711.0;9.0;1989.0
15.0;1502;11.0;09;17.0;8.0;09;15.0;1501;21.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;1.0;1990.0
16.0;1604;2.0;09;26.0;1.0;09;15.0;1501;45.0;27.0;9.0;9.0;320.0;320.0;9999.0;9999.0;7.0;1990.0
15.0;1504;7.0;09;22.0;1.0;09;15.0;1501;34.0;999.0;2.0;9.0;320.0;320.0;6111.0;9711.0;9.0;1992.0
15.0;1501;5.0;09;29.0;4.0;09;15.0;1501;25.0;21.0;9.0;9.0;320.0;320.0;6111.0;9711.0;11.0;1993.0
15.0;1503;2.0;09;8.0;1.0;09;15.0;1501;20.0;15.0;9.0;9.0;320.0;320.0;9999.0;9999.0;1.0;1994.0
15.0;1502;5.0;09;9.0;3.0;09;15.0;1501;999.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;5.0;1994.0
1.0;0108;7.0;09;16.0;6.0;09;15.0;1501;999.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;5.0;1995.0
15.0;1506;11.0;09;10.0;9.0;09;15.0;1501;29.0;16.0;2.0;9.0;320.0;320.0;6111.0;9711.0;12.0;1997.0
17.0;1706;5.0;09;17.0;3.0;09;15.0;1501;35.0;19.0;2.0;9.0;320.0;320.0;3119.0;2341.0;3.0;1997.0
15.0;1503;1.0;10;1.0;10.0;09;15.0;1501;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;6.0;1998.0
15.0;1503;8.0;09;23.0;6.0;09;15.0;1501;19.0;16.0;9.0;9.0;320.0;320.0;6111.0;9711.0;6.0;1998.0
15.0;1501;4.0;09;30.0;1.0;09;15.0;1501;24.0;999.0;9.0;2.0;320.0;320.0;9999.0;9999.0;8.0;1998.0
15.0;1503;4.0;10;2.0;10.0;09;15.0;1501;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;11.0;1999.0
15.0;1501;12.0;09;17.0;11.0;09;15.0;1501;999.0;16.0;9.0;9.0;320.0;320.0;9999.0;9999.0;12.0;1999.0
15.0;1501;12.0;09;18.0;11.0;09;15.0;1501;23.0;22.0;9.0;9.0;320.0;320.0;4311.0;9712.0;11.0;1999.0
16.0;1607;12.0;09;12.0;11.0;09;16.0;1601;20.0;19.0;9.0;9.0;320.0;320.0;9999.0;9999.0;7.0;2000.0
16.0;1601;1.0;10;14.0;10.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;9.0;2000.0
16.0;1609;10.0;09;15.0;4.0;09;16.0;1601;20.0;14.0;9.0;9.0;320.0;320.0;9999.0;9999.0;7.0;2000.0
16.0;1605;9.0;09;18.0;6.0;09;16.0;1601;18.0;999.0;9.0;9.0;320.0;320.0;6111.0;9711.0;10.0;2000.0
16.0;1602;10.0;09;21.0;4.0;09;16.0;1601;29.0;19.0;1.0;9.0;320.0;320.0;9211.0;9711.0;6.0;2000.0
16.0;1601;5.0;09;21.0;4.0;09;16.0;1601;999.0;19.0;9.0;9.0;320.0;320.0;9999.0;9712.0;8.0;2000.0
16.0;1601;10.0;09;21.0;7.0;09;16.0;1601;26.0;26.0;9.0;9.0;320.0;320.0;5412.0;9712.0;12.0;2000.0
16.0;1602;5.0;09;23.0;3.0;09;16.0;1601;28.0;30.0;9.0;1.0;320.0;320.0;9712.0;9712.0;12.0;2000.0
16.0;1604;11.0;09;26.0;8.0;09;16.0;1601;25.0;22.0;9.0;9.0;320.0;320.0;9712.0;9712.0;7.0;2000.0
16.0;1609;3.0;09;29.0;1.0;09;16.0;1601;21.0;14.0;9.0;9.0;320.0;320.0;9999.0;9999.0;1.0;2000.0
16.0;1601;11.0;09;15.0;6.0;09;16.0;1601;30.0;26.0;2.0;2.0;320.0;320.0;3119.0;9712.0;11.0;2001.0
16.0;1601;10.0;09;24.0;6.0;09;16.0;1601;18.0;15.0;9.0;9.0;320.0;320.0;9712.0;9712.0;1.0;2001.0
16.0;1609;8.0;09;26.0;5.0;09;16.0;1601;25.0;19.0;1.0;9.0;320.0;320.0;7112.0;9999.0;10.0;2001.0
16.0;1601;3.0;10;30.0;11.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;6.0;2001.0
16.0;1607;12.0;09;2.0;6.0;09;16.0;1601;20.0;18.0;9.0;9.0;320.0;320.0;9999.0;9999.0;6.0;2002.0
16.0;1609;3.0;09;16.0;2.0;09;16.0;1601;27.0;28.0;2.0;2.0;320.0;320.0;9712.0;2341.0;10.0;2002.0
16.0;1601;6.0;10;17.0;9.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;7.0;2002.0
16.0;1603;12.0;09;25.0;9.0;09;16.0;1601;999.0;999.0;9.0;1.0;320.0;320.0;9712.0;9711.0;11.0;2002.0
16.0;1601;2.0;10;27.0;8.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;12.0;2002.0
16.0;1609;9.0;09;6.0;5.0;09;16.0;1601;26.0;21.0;9.0;9.0;320.0;320.0;9999.0;9999.0;12.0;2003.0
16.0;1609;8.0;09;8.0;4.0;09;16.0;1601;29.0;21.0;9.0;9.0;320.0;320.0;9999.0;9999.0;8.0;2003.0
16.0;1601;2.0;10;9.0;10.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;9.0;2003.0
16.0;1603;12.0;09;10.0;11.0;09;16.0;1601;27.0;35.0;9.0;9.0;320.0;320.0;9712.0;9712.0;2.0;2003.0
16.0;1601;6.0;09;21.0;1.0;09;16.0;1601;19.0;16.0;9.0;9.0;320.0;320.0;5221.0;9712.0;3.0;2003.0
16.0;1601;8.0;09;22.0;4.0;09;16.0;1601;35.0;26.0;1.0;1.0;320.0;320.0;5242.0;9712.0;6.0;2003.0
16.0;1602;4.0;10;27.0;11.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;5.0;2003.0
16.0;1609;1.0;10;29.0;6.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;2.0;2003.0
16.0;1601;12.0;09;3.0;11.0;09;16.0;1601;25.0;22.0;9.0;9.0;320.0;320.0;9712.0;9712.0;1.0;2004.0
16.0;1609;11.0;09;7.0;8.0;09;16.0;1601;31.0;18.0;1.0;9.0;320.0;320.0;6111.0;9999.0;2.0;2004.0
16.0;1610;10.0;09;8.0;6.0;09;16.0;1601;25.0;23.0;1.0;1.0;320.0;320.0;9712.0;9712.0;5.0;2004.0
16.0;1601;8.0;09;15.0;5.0;09;16.0;1601;20.0;23.0;9.0;9.0;320.0;320.0;2341.0;2341.0;1.0;2004.0
16.0;1609;2.0;10;24.0;9.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;3.0;2004.0
16.0;1610;1.0;10;30.0;11.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;7.0;2004.0
16.0;1609;2.0;10;30.0;10.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;5.0;2004.0
16.0;1601;5.0;10;3.0;12.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;2.0;2005.0
16.0;1601;4.0;10;5.0;10.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;11.0;2005.0
16.0;1601;5.0;09;6.0;4.0;09;16.0;1601;36.0;26.0;9.0;9.0;320.0;320.0;9712.0;9712.0;3.0;2005.0
16.0;1604;11.0;09;9.0;9.0;09;16.0;1601;38.0;31.0;9.0;9.0;320.0;320.0;2341.0;3343.0;8.0;2005.0
16.0;1605;11.0;09;9.0;7.0;09;16.0;1601;28.0;16.0;9.0;9.0;320.0;320.0;9211.0;9711.0;2.0;2005.0
16.0;1601;3.0;09;9.0;2.0;09;16.0;1601;23.0;21.0;9.0;9.0;320.0;320.0;9712.0;2341.0;1.0;2005.0
16.0;1609;2.0;10;14.0;7.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;11.0;2005.0
2.0;0202;11.0;09;15.0;7.0;09;16.0;1601;26.0;21.0;9.0;9.0;320.0;320.0;9999.0;9999.0;7.0;2005.0
16.0;1601;10.0;09;15.0;6.0;09;16.0;1601;26.0;23.0;9.0;9.0;320.0;320.0;7131.0;9711.0;12.0;2005.0
16.0;1609;7.0;09;22.0;5.0;09;16.0;1601;28.0;999.0;9.0;9.0;320.0;320.0;5221.0;9711.0;2.0;2005.0
16.0;1609;7.0;09;22.0;5.0;09;16.0;1601;24.0;22.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;2005.0
17.0;1712;12.0;09;28.0;10.0;09;16.0;1601;22.0;20.0;9.0;9.0;320.0;320.0;6111.0;3343.0;3.0;2005.0
16.0;1604;1.0;10;3.0;7.0;09;16.0;1601;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;8.0;2006.0
16.0;1601;8.0;09;8.0;5.0;09;16.0;1601;55.0;43.0;9.0;9.0;320.0;320.0;7411.0;9711.0;4.0;2006.0
